corpus;text
602;THE ARTICLE BY TOWNES ET AL PROVIDES CONFIRMATION OF OUR INITIAL STUDIES WITH REFERENCE TO THE ISOAMYLASE PATTERNS OF SERUM DUODENAL FLUID AND URINE IN PATIENTS WITH CYSTIC FIBROSIS CF HOWEVER THE IMPRESSION GIVEN BY TOWNES ET AL IN THEIR ARTICLE IS THAT THEIR DATA ARE THE FIRST DEMONSTRATION OF ISOAMYLASE ABNORMALITIES IN CYSTIC FIBROSIS I WISH TO POINT OUT THAT OUT PREVIOUS WORK PUBLISHED YEARS EARLIER AND NOT REFERENCED BY TOWNES ET AL DEMONSTRATED THAT CF PATIENTS HAD DECREASED AMOUNTS OF PANCREATIC ISOAMYLASE IN THEIR SERUM AND URINE AND THAT THE DUODENAL ASPIRATES IN CF PATIENTS CONTAINED BOTH SALIVARY AND PANCREATIC AMYLASE WE CONCLUDED AS ELUDED TO BY TOWNES ET AL THAT SALIVARY AMYLASE IN THE DUODENAL FLUID WAS PROBABLY SECONDARY TO THE INTUBATION PROCEDURE
603;RICKETS IS REPORTED IN A YEAR OLD WHITE MAN WITH CYSTIC FIBROSIS IN WHOM PANCREATIC AND HEPATIC INVOLVEMENT WAS ADVANCED THERE WAS EVIDENCE OF SECONDARY HYPERPARATHYROIDISM WITH PROXIMAL RENAL TUBULAR ACIDOSIS AMINOACIDURIA PHOSPHATURIA AND HYPOPHOSPHATEMIA TREATMENT WITH ORAL PANCREATIC AND PARENTERAL VITAMIN D SUPPLEMENTS LED TO FULL RECOVERY OF THE RACHITIC SYNDROME AND THE PROXIMAL RENAL TUBULAR DYSFUNCTION
604;LIPIDS FROM THE PARTICULATE MATERIAL OBTAINED FROM PULMONARY LAVAGE OF PATIENTS WITH ASTHMA AND CYSTIC FIBROSIS WERE ISOLATED AND CHARACTERIZED IN BOTH CASES LIPIDS CONSTITUTED TO PER CENT OF THE DRY INSOLUBLE MATERIAL AND PHOSPHATIDYLCHOLINE WAS THE PREDOMINANT LIPID SIGNIFICANT AMOUNTS OF PHOSPHATIDYLETHANOLAMINE AND PHOSPHATIDYGLYCEROL WERE PRESENT HEXOSYL CERAMIDES SPINGOMYELIN PHOSPHATIDYLINOSITOL PHOSPHATIDYLSERINE AND LYSO BIS PHOSPHATIDIC ACID WERE PRESENT AS MINOR LIPID COMPONENTS APPRECIABLE QUANTITIES OF NEUTRAL LIPIDS WERE ALSO FOUND SIGNIFICANT AMOUNTS OF LYSOPHOSPHATIDES AND FREE FATTY ACIDS WERE PRESENT ONLY IN THE LAVAGE SEDIMENT FROM PATIENTS WITH ASTHMA AND NOT IN PATIENTS WITH CYSTIC FIBROSIS PHOSPHATIDYLCHOLINE LYSOPHOSPHATIDYCHOLINE SPHINGOMYELIN AND PHOSPHATIDYLGLYCEROL OF ASTHMATIC LAVAGE BUT NOT CYSTIC LAVAGE WERE HIGHLY SATURATED CONTAINING MOSTLY PALMITIC ACID
605;IT HAS LONG BEEN BELIEVED THAT THE MUCOCILIARY APPARATUS OF THE AIRWAYS SERVES TO REMOVE INHALED PARTICULATE MATTER FROM THE TRACHEOBRONCHIAL MUCOSA THEREBY CONTRIBUTING TO PULMONARY HOST DEFENSE THIS REVIEW DEALS MAINLY WITH FACTORS AFFECTING MUCOCILIARY TRANSPORT THAT MAY BE OF CLINICAL IMPORTANCE THE INFORMATION AVAILABLE AT PRESENT STRONGLY SUGGESTS THAT MUCOCILIARY TRANSPORT AT LEAST IN CENTRAL AIRWAYS IS IMPAIRED IN MOST PATIENTS WITH CYSTIC FIBROSIS HOWEVER IT IS STILL UNCLEAR WHETHER THIS DISORDER IS A NONSPECIFIC FEATURE OF THE CHRONIC INFLAMMATORY AIRWAY DISEASE OR REPRESENTS AN ESSENTIAL FACTOR IN THE PATHOGENESIS OF THE PULMONARY ABNORMALITIES
606;VENTILATORY MUSCLES CAN BECOME FATIGUED AND THIS CAN CONTRIBUTE TO RESPIRATORY FAILURE PATIENTS WITH CHRONIC OBSTRUCTIVE LUNG DISEASE MAY BENEFIT FROM IMPROVING THEIR VENTILATORY MUSCLE ENDURANCE TO IMPROVE RESISTANCE TO FATIGUE VENTILATORY MUSCLE ENDURANCE WAS MEASURED IN NORMAL SUBJECTS AND PATIENTS WITH CYSTIC FIBROSIS BY FINDING THE HIGHEST LEVEL OF NORMOCAPNIC HYPERPNEA THAT COULD BE SUSTAINED FOR MIN SUBJECTS WITH CYSTIC FIBROSIS HAD PER CENT HIGHER VENTILATORY MUSCLE ENDURANCE THAN NORMAL SUBJECTS REFLECTING THE CHRONIC TRAINING STRESS OF BREATHING AGAINST INCREASED RESPIRATORY LOADS FOUR NORMAL SUBJECTS AND SUBJECTS WITH CYSTIC FIBROSIS PARTICIPATED IN A SPECIFIC VENTILATORY MUSCLE ENDURANCE TRAINING PROGRAM CONSISTING OF MIN PER DAY OF MAXIMAL NORMOCAPNIC HYPERPNEA DAYS PER WEEK FOR WEEKS THE CYSTIC FIBROSIS PATIENTS WHO TRAINED IMPROVED THEIR VENTILATORY MUSCLE ENDURANCE BY PER CENT WHEREAS THE NORMAL SUBJECTS WHO TRAINED SHOWED A PER CENT INCREASE IN VENTILATORY MUSCLE ENDURANCE SEVEN SUBJECTS WITH CYSTIC FIBROSIS PARTICIPATED IN A WEEK PHYSICAL ACTIVITY TRAINING PROGRAM CONSISTING OF AT LEAST HOURS PER DAY OF INTENSIVE SWIMMING AND CANOEING AT SUMMER CAMP THEY INCREASED THEIR VENTILATORY MUSCLE ENDURANCE BY PER CENT THERE WERE NO OTHER PULMONARY FUNCTION CHANGES VENTILATORY MUSCLE ENDURANCE CAN BE READILY IMPROVED IN CYSTIC FIBROSIS EQUALLY WELL BY SPECIFIC VENTILATORY MUSCLE ENDURANCE EXERCISE
607;AS PATIENTS WITH CYSTIC FIBROSIS SURVIVE LONGER THE NUMBER OF ADULTS WITH THIS CHRONIC OBSTRUCTIVE LUNG DISEASE IS INCREASING RAPIDLY CHRONIC BRONCHITIS AND CYSTIC FIBROSIS ARE SIMILAR IN A NUMBER OF RESPECTS THE TREATMENT OF CYSTIC FIBROSIS AND CHRONIC BRONCHITIS HAS SOME SIMILARITIES BUT CHRONIC BRONCHITIS AND CYSTIC FIBROSIS ALSO DIFFER IN MANY RESPECTS THE PATHOGENESIS OF CHRONIC BRONCHITIS IS MORE CLEARLY RELATED TO EXOGONOUS FACTORS SUCH AS SMOKING AND AIR POLLUTION THAN IS CYSTIC FIBROSIS WHICH IS GENETICALLY DETERMINED CLINICAL DIFFERENCES ALSO EXIST MAJOR DIFFERENCES IN TREATMENT BETWEEN CYSTIC FIBROSIS AND CHRONIC BRONCHITIS ARE CURRENTLY IN VOGUE BECAUSE OF THE SPECIAL PROBLEMS OF ADULTHOOD IT IS APPROPRIATE THAT MANY ADULT PATIENTS WITH CYSTIC FIBROSIS BE CARED FOR BY INTERNISTS WHO HAVE PREVIOUSLY FOCUSED THEIR ATTENTION ON CHRONIC BRONCHITIS AND EMPHYSEMA INCREASED COMMUNICATION BETWEEN INTERNISTS AND PEDIATRICIANS ON THE ISSUE OF CYSTIC FIBROSIS IS BADLY NEEDED TODAY
608;LYMPHOCYTES FROM ADULTS HOMOZYGOUS OR HETEROZYGOUS FOR CYSTIC FIBROSIS SHOW BIOCHEMICAL ABNORMALITIES WHEN CULTURED FOR HOURS IN THE PRESENCE OF PHYTOHEMAGGLUTININ AND AUTOLOGOUS SERUM IN CONTRAST TO THE PER CENT INCREASE IN TOTAL PROTEIN AND BETA GLUCURONIDASE CONCENTRATIONS SEEN IN HEALTHY CONTROL SUBJECTS WHEN MEASURED PER CELLS BOTH CONCENTRATIONS DECREASED BY PER CENT IN ADULTS HETEROZYGOUS FOR CYSTIC FIBROSIS AND BY PER CENT IN ADULTS HOMOZYGOUS FOR CYSTIC FIBROSIS THE ABNORMAL RESPONSE OF THE LYMPHOCYTES FROM PERSONS WITH CYSTIC FIBROSIS WAS DUE TO A SERUM FACTOR AND NOT TO ANY INTRINSIC ABNORMALITY OF THE LYMPHOCYTES AN ABNORMAL RESPONSE TO HYTOHEMAGGLUTININ OCCURRED IN ONLY PER CENT OF HEALTHY CONTROL SUBJECTS BUT IN PER CENT OF ADULTS HOMOZYGOUS FOR CYSTIC FIBROSIS AND IN PER CENT OF ADULTS PRESUMED TO BE HETEROZYGOUS FOR CYSTIC FIBROSIS AS A RESULT OF THIS PHENOMENON LYMPHOCYTIC BETA GLUCURONIDASE CONCENTRATIONS WERE SIGNIFICANTLY LOWER THAN NORMAL IN PATIENTS WITH CYSTIC FIBROSIS WHEN THE CELLS WERE CULTURED WITH PHYTOHEMAGGLUTININ AND AUTOLOGOUS SERUM THE DEMONSTRATION OF THIS PHENOMENON IN BOTH HOMOZYGOTES AND PRESUMED HETEROZYGOTES PARENTS SUGGESTS A RELATIONSHIP TO THE GENETIC DEFECT IN CYSTIC FIBROSIS
609;THE NITRO BLUE TETRAZOLIUM DYE TEST WAS EVALUATED FOR ITS USEFULNESS IN DETECTING SUPERIMPOSED BACTERIAL INFECTION IN CHILDREN WITH CYSTIC FIBROSIS NO CORRELATION OF PERCENTAGE OF POSITIVE NEUTROPHILS TO SUPERIMPOSED INFECTION CLINICAL STATUS OR TO BACTERIAL ORGANISMS COULD BE DETERMINED CYSTIC FIBROSIS GRANULOCYTES GENERALLY HAVE GREATER NADH OXIDASE ACTIVITY THAN DO CONTROLS
610;INCREASED FERTILITY OF HETEROZYGOTES WITH RESPECT TO DECREASED FOETAL LOSS AMONG OFFSPRING OF HETEROZYGOTES HAS BEEN PROPOSED BY SEVERAL AUTHORS AS A POSSIBLE EXPLANATION FOR THE HIGH GENE FREQUENCY OF CF TSD AND PKU IN CERTAIN POPULATIONS STUDIES COMPARING REPRODUCTIVE OUTCOME OF HETEROZYGOTES WITH REPRODUCTIVE PERFORMANCE IN THE GENERAL POPULATION OR IN SPECIAL CONTROL GROUPS HAVE BEEN DONE ON SEVERAL OCCASIONS THESE STUDIES HOWEVER ARE KNOWN TO BE HEAVILY BIASED ON THE ONE SIDE BY THE FACT THAT ASCERTAINMENT OF HETEROZYGOTES THROUGH AFFECTED OFFSPINRG WILL TEND TO UNDERESTIMATE THE RELATIVE FREQUENCY OF SMALLER FAMILIES AND ON THE OTHER SIDE BECAUSE OF THE INADEQUACY OF CENSUS DATA FOR COMPARISON AND THE BIASES INHERENT IN SELECTION OF CONTROL FAMILIES CAREFUL ANALYSIS OF THE BIASES INVOLVED PROVIDES SUGGESTIONS FOR PROPER CORRECTIONS FROM THIS A METHOD HAS BEEN DEVELOPED WHICH OFFERS A BETTER APPROACH TO THE STUDY OF HETEROZYGOTE FERTILITY IN THOSE AUTOSOMAL RECESSIVE CONDITIONS WHICH LACK A TEST FOR DIRECT HETEROZYGOTE DETECTION
611;CYSTIC FIBROSIS WAS DIAGNOSED AFTER AGE IN PATIENTS ALL HAD AN ELEVATED SWEAT CHLORIDE AND EITHER A SIBLING WITH CYSTIC FIBROSIS OR TYPICAL PULMONARY INFECTION OR DIGESTIVE SYMPTOMS CAUSED BY EXOCRINE PANCREATIC DEFICIENCY FOURTEEN HAD LONG STANDING PULMONARY OR DIGESTIVE SYMPTOMS IN CONTRAST FOUR OF EIGHT PATIENTS WHOSE SYMPTOMS BEGAN AFTER AGE PRESENTED WITH BILIARY CIRRHOSIS THREE MALE PATIENTS WERE ASYMPTOMATIC AT DIAGNOSIS OPACIFICATION OF ALL PARANASAL SINUSES WAS FOUND IN ALL PATIENTS EXAMINED RADIOLOGICALLY AT DIAGNOSIS PULMONARY FUNCTION TESTING SHOWED OBSTRUCTIVE CHANGES IN PATIENTS AND SPUTUM CULTURES SHOWED PSEUDOMONAS AERUGINOSA IN PATIENTS DELAYED MENARCHE IN FIVE OF SEVEN FEMALE PATIENTS AND INFERTILITY IN THE ASYMPTOMATIC MALE PATIENT TWO OF WHOM WERE FOUND TO HAVE ASPERMIA COULD HAVE LED TO EARLIER DIAGNOSIS TEENAGERS AND YOUNG ADULTS WITH LONG STANDING PULMONARY OR DIGESTIVE SYMPTOMS UNEXPLAINED CIRRHOSIS ASPERMIA OR A SIBLING WITH CYSTIC FIBROSIS SHOULD BE SWEAT TESTED BY PILOCARPINE IONTOPHORESIS
612;THE SWEAT TEST EVEN IF CARRIED OUT BY AN EXPERIENCED TECHNICIAN SOMETIMES LACKS REPRODUCIBILITY OWING PRESUMABLY TO PHYSIOLOGICAL VARIATIONS PATIENT S DIET TEMPERATURE AND OTHER FACTORS AT PRESENT UNRECOGNIZED SOME PATIENTS ARE PARTICULARLY PRONE TO EXHIBIT THIS VARIABILITY AND IN THEM A SINGLE SWEAT TEST IS ALMOST VALUELESS THE ALDOSTERONE STATUS IS BELIEVED TO BE RESPONSIBLE FOR A RECIPROCAL RELATIONSHIP BETWEEN SWEAT SODIUM AND POTASSIUM CONCENTRATIONS TESTS DONE ON PATIENTS SHOW THAT A HIGH SWEAT POTASSIUM IS ASSOCIATED WITH A CORRESPONDINGLY LOWER SODIUM A CIRCUMSTANCE WHICH MUST BE BORNE IN MIND WHEN INTERPRETING A PATIENT S SWEAT SODIUM OF PATIENTS PRESENTING WITH A VARIETY OF SYMPTOMS COMPATIBLE WITH A DIAGNOSIS OF CYSTIC FIBROSIS AND WITH SWEAT SODIUM RANGING FROM TO MEQ MMOL ONLY HAVE PROVED TO HAVE CYSTIC FIBROSIS AFTER SEVERAL YEARS OF OBSERVATIONS HAVE LATER BEEN DIAGNOSED AS HAVING ASTHMA THE PROBLEM OF THE GREY AREA OF UNCERTAINTY IS AGGRAVATED BY THE HETEROZYGOUS STATE WHICH IS ALSO ASSOCIATED WITH A SWEAT SODIUM IN THIS RANGE REPEATED SWEAT TESTS ARE INDICATED IF THE SWEAT SODIUM LIES WITHIN THE GREY AREA AND THE DIAGNOSTIC IMPORTANCE ACCORDED THE TEST SHOULD DIMINISH AS THE SODIUM VALUE APPROACHES THIS AREA THE DIAGNOSIS OF CYSTIC FIBROSIS MUST REMAIN IN DOUBT UNLESS THERE IS STRONG SUPPORTIVE CLINICAL EVIDENCE
613;THE AVERAGE BLOOD SEROTONIN LEVEL OF CHILDREN WITH CYSTIC FIBROSIS WAS FOUND TO BE ABOUT TWICE THAT OF AGE MATCHED NORMAL CHILDREN THERE WAS NO CORRESPONDING INCREASE IN THE URINARY EXCRETION OF HYDROXYINDOLEACETIC ACID HIAA CHILDREN WITH CYSTIC FIBROSIS WERE WELL ABLE TO METABOLIZE SEROTONIN TAKEN BY MOUTH NO SIGNIFICANT CORRELATIONS WERE FOUND BETWEEN THE BLOOD SEROTONIN LEVEL AND THE PLATELET COUNT HEIGHT WEIGHT SKINFOLD THICKNESS AND PULMONARY FUNCTION TEST OUT OF PATIENTS HAD RAISED SERUM IGE LEVELS AND THEIR MEAN BLOOD SEROTONIN WAS HIGHER THAN IN THOSE WITH NORMAL IGE LEVELS NO EXPLANATION FOR THIS EMERGED COMPARABLE FINDINGS RAISED BLOOD SEROTONIN NORMAL PLATELET COUNT NORMAL URINARY HIAA HAVE BEEN REPORTED ONLY IN SEVERE MENTAL RETARDATION FURTHER STUDY OF THIS PHENOMENON IS WARRANTED BECAUSE A A RAISED BLOOD SEROTONIN LEVEL IS SUFFICIENTLY CHARACTERISTIC OF CYSTIC FIBROSIS TO EXPLORE ITS USE IN DIAGNOSIS AND B IT MAY HELP TO EXPLAIN THE PATHOGENESIS OF CYSTIC FIBROSIS AND C THE METABOLISM AND FUNCTION OF SEROTONIN
614;CYSTIC FIBROSIS CF PATIENTS WITH VIRAL LOWER RESPIRATORY TRACT ILLNESSES LRI HAD DEPRESSED LEVELS OF THE THIRD AND FOURTH COMPONENTS OF COMPLEMENT WHICH RETURNED TO NORMAL AFTER RECOVERY THERE WAS NO CLINICAL EVIDENCE OF IMMUNE COMPLEX DISEASE CF PATIENTS WITH LRI AND NO VIRUS ISOLATES CF PATIENTS IN STABLE STATUS AND NON CF PATIENTS WITH LRI DID NOT HAVE COMPLEMENT DEPRESSION IT IS POSTULATED THAT ANTIGEN ANTIBODY COMPLEX ACTIVATION OF COMPLEMENT MAY OCCUR IN CF PATIENTS WITH VIRAL LRI
615;WE WERE INTERESTED IN THE CASE REPORTED BY MUKHERJI ET AL WHICH SUGGESTED THAT CYSTIC FIBROSIS MIGHT BE AN ACID MUCOPOLYSACCHARIDOSIS WE HAVE SEEN A SIMILAR CHILD AGED YEARS HE WAS ADMITTED TO HOSPITAL WITH PNEUMONIA IN SPITE OF CONVENTIONAL TREATMENT WITH CLOXACILLIN AND COLISTIN HE COLLAPSED AND DIED HOURS AFTER ADMISSION THE HEART WAS NOT ENLARGED BUT THE MYOCARDIUM SHOWED A GROSSLY ABNORMAL APPEARANCE WITH VARIATIONS IN THICKNESS AND EXTENSIVE AREAS OF FIRM PALE TISSUE HISTOLOGY OF THE HEART MUSCLE SHOWED VERY DRAMATIC CHANGES WITH SEVERE REPLACEMENT FIBROSIS DISTRIBUTED PATCHILY THROUGH THE MYOCARDIUM THIS SIMILAR MIXTURE OF NEUTRAL AND ACID MUCOPOLYSACCHARIDES WAS SHOWN IN BOTH THE PANCREAS AND THE SALIVARY GLANDS THERE HAVE NOW BEEN A NUMBER OF REPORTS OF MYOCARDIAL FIBROSIS COMPLICATING CYSTIC FIBROSIS THE CASE REPORTED BY MUKHERJI ET AL AND THIS CASE ARE THE FIRST IN WHICH MUCOPOLYSACCHARIDE DEPOSITS HAVE BEEN FOUND IN THE MYOCARDIUM THE MIXTURE OF NEUTRAL AND ACID MUCOPOLYSACCHARIDES IN OUR CASE DOES NOT SUPPORT THE HYPOTHESIS THAT CYSTIC FIBROSIS IS SIMPLY A GENETIC ACID MUCOPOLYSACCHARIDOSIS
616;A TEST MEAL FOR ASSESSING THE INTRALUMINAL PHASE OF ABSORPTION IN CHILDHOOD HAS BEEN VALIDATED TEST MEALS WERE ADMINISTERED TO PATIENTS AGED WEEKS TO YEARS MEAN AGE YEARS CHILDREN WITH SUSPECTED MALABSORPTION WHO WERE PROVEN TO BE NORMAL AFTER EXTENSIVE INVESTIGATION CONSTITUTED THE CONTROL GROUP THE ACTIVITIES OF PANCREATIC ENZYMES AND THE TOTAL AND INDIVIDUAL BILE SALT CONCENTRATIONS ARE PRESENTED FOR THE CONTROL SUBJECTS AND PANCREATIC ENZYME LEVELS IN THIS GROUP ARE COMPARED WITH THOSE SEEN IN CHILDREN WITH PANCREATIC INSUFFICIENCY CYSTIC FIBROSIS THE TEST MEAL HAS BEEN DESIGNED SO THAT IT CAN BE ADMINISTERED TO CHILDREN WITH SUSPECTED GLUTEN COWS MILK OR DISACCHARIDE INTOLERANCE THE CONTROL DATA PROVIDED A BASIS FOR THE INTERPRETATION OF INFORMATION OBTAINED FROM THE APPLICATION OF SUCH A TEST MEAL TO THE CLINICAL INVESTIGATION OF CHILDREN WITH SUSPECTED MALABSORPTION
617;WHEN A GENIC DISORDER IS ONLY MANIFEST IF THERE ARE OFFENDING ALLELES AT BOTH LOCI AS IN FIBROCYSTIC DISEASE THERE IS A LOSS OF TWO ABNORMAL ALLELES WITH EACH AFFECTED BIRTH SINCE THE HOMOZYGOTES RARELY REPRODUCE HOW IS THIS LOSS COMPENSATED HOW COULD SOME ALLELES WHICH CAN ONLY SURVIVE TO CONVEY THEMSELVES IN EFFECTIVE GAMETES IF THEY HAVE A NORMAL ALLELIC PARTNER BECOME ESTABLISHED IN THE BRITISH ISLES AND HOW HAVE SOME HALF A MILLION OR MORE GOT INTO THE WORLD CURRENCY FIRST MIGRATIONS AND SETTLEMENTS INVOLVE THE PROPORTION OF DEFECTIVE ALLELES AT ALL LOCI BEING CONSERVED BUT THEIR VARIETY BEING INCREASED SECONDLY THERE COULD BE A GENERAL TENDENCY DUE TO SOME ADVANTAGE IN HEALTH OR VITALITY WHICH COULD BE MANIFEST BY DISEASE RESISTANCE COLD RESISTANCE AND BY ANY NUMBER OF PHYSICAL OR PSYCHOLOGICAL MECHANISMS THIRDLY THERE MAY BE COMPENSATION THAT IS THE DEATH OF AN INFANT MAY LEAD TO REPLACEMENT AS A RESULT OF WHICH THE REPLACING SIB IF SURVIVING WOULD HAVE A CHANCE OF BEING A CARRIER FOURTHLY THE DISEASE MAY BE MAINTAINED BY MUTATION OF THE FOUR POSSIBILITIES THREE ARE UNREALISTIC SO THAT SUBSTANTIAL SELECTIVE ADVANTAGE OF HETEROZYGOTES OVER THE LAST FEW HUNDRED YEARS MUST BE POSTULATED
618;CONTAMINATION OF A POWDERED PREPARATION OF PANCREATIN WITH SALMONELLA SCHWARZENGRUND AND S EIMSBUETTEL RESULTED IN THE INFECTION OF AT LEAST OF ONE GROUP OF PAEDIATRIC PATIENTS WITH CYSTIC FIBROSIS THE PANCREATIN CONTAINED VERY SMALL NUMBERS OF SALMONELLAE THE INFECTING DOSE IN AT LEAST ONE CHILD BEING LESS THAN ORGANISMS MORE STRINGENT BACTERIOLOGICAL STANDARDS ARE NEEDED FOR PHARMACEUTICALS AND FOODS USED BY PAEDIATRIC PATIENTS
619;MIXED SUBMAXILLARY SUBLINGUAL SALIVA FROM OBLIGATE HETEROZYGOTES FOR CYSTIC FIBROSIS SHOWS SIGNIFICANTLY ELEVATED CONCENTRATION OF AMYLASE AT HIGH OR LOW SALIVATION RATES COMPARED WITH NORMALS SIXTY PER CENT OF KNOWN CARRIERS HAD VALUES OUTSIDE THE RANGE OF APPARENTLY NORMAL CONTROLS
620;I HAVE TAKEN AS EXAMPLES OF CHRONIC ILLNESS IN INFANCY FOUR DIFFERENT TYPES OF DISABILITY EMOTIONAL DEPRIVATION INFANTS WITH SUB NORMAL DEVELOPMENT CHILDREN SUFFERING FROM MUCODISCOIDOSIS AND CHILDREN WHO HAVE NEOPLASTIC DISEASE
621;WE HAVE OBSERVED DISTINCT DIFFERENCES IN THE POLARIZATION OF FLUORESCENCE AND TEMPERATURE DEPENDENT EMISSION INTENSITY OF THE HIGHLY FLUOESCENT PHOSPHOLIPID DERIVATIVE ACYL N NITROBENZO OXA DIAZOLE AMINOCAPROYL PHOSPHATIDYLCHOLINE NBD PC WHEN INCORPORATED IN THE PLASMA MEMBRANES OF NORMAL AND CYSTIC FIBROSIS FIBROBLASTS FLUORESCENCE POLARIZATION MEASUREMENTS INDICATE THAT THE FLUOROCHROME HAS A MUCH HIGHER DEGREE OF ROTATIONAL MOBILITY IN CYSTIC FIBROSIS FIBROBLASTS AS COMPARED WITH NORMAL CELLS TEMPERATURE DEPENDENT TRANSITIONS IN THE EMISSION INTENSITY OF NBD PC INCORPORATED IN NORMAL FIBROBLASTS ARE INDICATED AT AND DEGREES C WHILE THE ABNORMAL CELL MEMBRANES APPARENTLY UNDERGO TRANSITIONS AT AND DEGREES C THESE DIFFERENCES MIGHT BE DUE TO CHANGES IN PLASMA MEMBRANE COMPOSITION AND OR ORGANIZATION IN THE CASE OF THE CYSTIC FIBROSIS CELLS
622;NINE LYSOMAL ENZYMES AND ALKALINE PHOSPHATASE HAVE BEEN ASSAYED WITH TWO DIFFERENT ULTRAMICRO TECHNIQUES IN THE INTRA AND EXTRACELLULAR SPACE OF FIBROBLAST CULTURES DERIVED FROM THE SKIN OF CYSTIC FIBROSIS PATIENTS CYSTIC FIBROSIS CARRIERS AND NORMALS CONTROLS RESPECTIVELY EVIDENCE HAS BEEN OBTAINED FOR A MULTIPLE LEAKAGE OF LYSOMAL ENZYMES AND OF ALKALINE PHOSPHATASE INTO THE MEDIUM OF FIBROBLAST CULTURES FROM CYSTIC FIBROSIS PATIENTS AND CARRIERS THE SITUATION IS COMPARABLE TO A CERTAIN EXTENT TO THAT OBSERVED IN I CELL DISEASE MUCOLIPIDOSIS II THIS MULTIPLE LEAKAGE RESULTS IN THE DECREASE OF INTRACELLULAR ACTIVITY OF SEVERAL LYSOSOMAL ENZYMES IN CULTURES FROM CYSTIC FIBROSIS PATIENTS AND CARRIERS AND DUE TO THE COORDINATE REGULATIONOF THE SYNTHESIS OF THE LEAKY ENZYMES IN AN OVERSHOOTING OF THE INTRACELLULAR ALKALINE PHOSPHATASE ACTIVITY IN CULTURES FROM CYSTIC FIBROSIS PATIENTS IT ALSO EXPLAINS THE RETARDED CATABOLISM OF CERTAIN MOLECULES SUCH AS THE TAMM HORSFALL GLYCOPROTEIN IN CYSTIC FIBROSIS CELLS IT IS SPECULATED THAT THE BASIC DEFECT IN CYSTIC FIBROSIS LEADS TO ABNORMAL RECOGNITION SITES ON LYSOSOMAL ENZYMES AND ON ALKALINE PHOSPHATASE AND IN CONSEQUENCE TO THE LEAKAGE OF THOSE ENZYMES INTO THE EXTRACELLULAR SPACE THE PRESENT FINDINGS ALLOW ONE TO DEVELOP METHODS FOR THE PRE AND POSTNATAL DIAGNOSIS OF CYSTIC FIBROSIS WITH CELL CULTURES AND FOR THE DETECTION OF CYSTIC FIBROSIS CARRIERS WITH THE PERIPHERAL BLOOD
623;ALPHA L FUCOSIDASE ACTIVITY IS ELEVATED IN SKIN FIBROBLASTS FROM CYSTIC FIBROSIS PATIENTS WHEN COMPARED TO CONTROLS THE ACTIVITIES OF NINE OTHER ACID HYDROLASES INCLUDING NEURAMINIDASE ARE SIMILAR IN CYSTIC FIBROSIS AND CONTROL FIBROBLASTS THE RELATIONSHIP OF THESE RESULTS TO THE RECENT FINDING OF A DECREASED ACTIVITY OF ALPHA L FUCOSIDASE IN THE SERUM OF CYSTIC FIBROSIS PATIENTS IS DISCUSSED IT IS PROPOSED THAT AN ABNORMAL DISTRIBUTION OF ALPHA L FUCOSIDASE IS INVOLVED IN THE PATHOGENESIS OF THIS DISEASE
624;PUTRESCINE TRANSPORT WAS EXAMINED IN NORMAL AND CYSTIC FIBROSIS FIBROBLASTS NO DIFFERENCES WERE OBSERVED IN ACCUMULATION PATTERN KINETICS OF UPTAKE OR EFFLUX BETWEEN CF AND NORMAL CELLS IN BOTH GROWING AND GROWTH ARRESTED CF AND NORMAL FIBROBLASTS EXOGENOUSLY SUPPLIED PUTRESCINE REMAINED UNCHANGED FOR AT LEAST MIN SOME DIFFERENCES WERE OBSERVED IN THE RESPONSE OF CF AND NORMAL CELLS TO ENVIRONMENTAL MEDIA CHANGES
625;INITIAL RATE KINETICS OF METHIONINE TRANSPORT TIME COURSE OF ACCUMULATION OF METHIONINE AND EFFLUX OF ACCUMULATED METHIONINE WERE STUDIED IN THREE NORMAL AND FOUR CF HUMAN DIPLOID FIBROBLAST STRAINS THE RANGE OF APPARENT KM S WAS MICROMETER FOR THE CF STRAINS AND MICROMETER FOR THE NORMAL STRAINS THE RANGE OF APPARENT VMAX S WAS NMOLE MG MIN FOR THE CF STRAINS AND NMOLE MG MIN FOR THE NORMAL STRAINS THE PATTERNS OF ACCUMULATION AND EFFLUX ARE QUITE SIMILAR IN ALL THE STRAINS STUDIED EXCEPT FOR WI WHICH SHOWED SOMEWHAT HIGHER EFFLUX AND LOWER ACCUMULATION THAN FOR OTHERS THERE WAS NO SIGNIFICANT DIFFERENCE IN THE KINETIC PARAMETERS OF METHIONINE TRANSPORT BETWEEN CF AND NORMAL SKIN FIBROBLASTS AND METHIONINE TRANSPORT WILL NOT SERVE AS A MARKER FOR CYSTIC FIBROSIS IN CULTURED FIBROBLASTS
