corpus;text
616;a test meal for assessing the intraluminal phase of absorption in childhood has been validated test meals were administered to patients aged weeks to years mean age years children with suspected malabsorption who were proven to be normal after extensive investigation constituted the control group the activities of pancreatic enzymes and the total and individual bile salt concentrations are presented for the control subjects and pancreatic enzyme levels in this group are compared with those seen in children with pancreatic insufficiency cystic fibrosis the test meal has been designed so that it can be administered to children with suspected gluten cows milk or disaccharide intolerance the control data provided a basis for the interpretation of information obtained from the application of such a test meal to the clinical investigation of children with suspected malabsorption
617;when a genic disorder is only manifest if there are offending alleles at both loci as in fibrocystic disease there is a loss of two abnormal alleles with each affected birth since the homozygotes rarely reproduce how is this loss compensated how could some alleles which can only survive to convey themselves in effective gametes if they have a normal allelic partner become established in the british isles and how have some half a million or more got into the world currency first migrations and settlements involve the proportion of defective alleles at all loci being conserved but their variety being increased secondly there could be a general tendency due to some advantage in health or vitality which could be manifest by disease resistance cold resistance and by any number of physical or psychological mechanisms thirdly there may be compensation that is the death of an infant may lead to replacement as a result of which the replacing sib if surviving would have a chance of being a carrier fourthly the disease may be maintained by mutation of the four possibilities three are unrealistic so that substantial selective advantage of heterozygotes over the last few hundred years must be postulated
618;contamination of a powdered preparation of pancreatin with salmonella schwarzengrund and s eimsbuettel resulted in the infection of at least of one group of paediatric patients with cystic fibrosis the pancreatin contained very small numbers of salmonellae the infecting dose in at least one child being less than organisms more stringent bacteriological standards are needed for pharmaceuticals and foods used by paediatric patients
619;mixed submaxillary sublingual saliva from obligate heterozygotes for cystic fibrosis shows significantly elevated concentration of amylase at high or low salivation rates compared with normals sixty per cent of known carriers had values outside the range of apparently normal controls
620;i have taken as examples of chronic illness in infancy four different types of disability emotional deprivation infants with sub normal development children suffering from mucodiscoidosis and children who have neoplastic disease
621;we have observed distinct differences in the polarization of fluorescence and temperature dependent emission intensity of the highly fluoescent phospholipid derivative acyl n nitrobenzo oxa diazole aminocaproyl phosphatidylcholine nbd pc when incorporated in the plasma membranes of normal and cystic fibrosis fibroblasts fluorescence polarization measurements indicate that the fluorochrome has a much higher degree of rotational mobility in cystic fibrosis fibroblasts as compared with normal cells temperature dependent transitions in the emission intensity of nbd pc incorporated in normal fibroblasts are indicated at and degrees c while the abnormal cell membranes apparently undergo transitions at and degrees c these differences might be due to changes in plasma membrane composition and or organization in the case of the cystic fibrosis cells
622;nine lysomal enzymes and alkaline phosphatase have been assayed with two different ultramicro techniques in the intra and extracellular space of fibroblast cultures derived from the skin of cystic fibrosis patients cystic fibrosis carriers and normals controls respectively evidence has been obtained for a multiple leakage of lysomal enzymes and of alkaline phosphatase into the medium of fibroblast cultures from cystic fibrosis patients and carriers the situation is comparable to a certain extent to that observed in i cell disease mucolipidosis ii this multiple leakage results in the decrease of intracellular activity of several lysosomal enzymes in cultures from cystic fibrosis patients and carriers and due to the coordinate regulationof the synthesis of the leaky enzymes in an overshooting of the intracellular alkaline phosphatase activity in cultures from cystic fibrosis patients it also explains the retarded catabolism of certain molecules such as the tamm horsfall glycoprotein in cystic fibrosis cells it is speculated that the basic defect in cystic fibrosis leads to abnormal recognition sites on lysosomal enzymes and on alkaline phosphatase and in consequence to the leakage of those enzymes into the extracellular space the present findings allow one to develop methods for the pre and postnatal diagnosis of cystic fibrosis with cell cultures and for the detection of cystic fibrosis carriers with the peripheral blood
623;alpha l fucosidase activity is elevated in skin fibroblasts from cystic fibrosis patients when compared to controls the activities of nine other acid hydrolases including neuraminidase are similar in cystic fibrosis and control fibroblasts the relationship of these results to the recent finding of a decreased activity of alpha l fucosidase in the serum of cystic fibrosis patients is discussed it is proposed that an abnormal distribution of alpha l fucosidase is involved in the pathogenesis of this disease
624;putrescine transport was examined in normal and cystic fibrosis fibroblasts no differences were observed in accumulation pattern kinetics of uptake or efflux between cf and normal cells in both growing and growth arrested cf and normal fibroblasts exogenously supplied putrescine remained unchanged for at least min some differences were observed in the response of cf and normal cells to environmental media changes
625;initial rate kinetics of methionine transport time course of accumulation of methionine and efflux of accumulated methionine were studied in three normal and four cf human diploid fibroblast strains the range of apparent km s was micrometer for the cf strains and micrometer for the normal strains the range of apparent vmax s was nmole mg min for the cf strains and nmole mg min for the normal strains the patterns of accumulation and efflux are quite similar in all the strains studied except for wi which showed somewhat higher efflux and lower accumulation than for others there was no significant difference in the kinetic parameters of methionine transport between cf and normal skin fibroblasts and methionine transport will not serve as a marker for cystic fibrosis in cultured fibroblasts
626;the mother of two children suffering from cystic fibrosis developed marked allergic symptoms affecting the eyes nose and bronchi and severe bronchial asthma ensued the cause of this allergy proved to be the powder released on opening the capsules of pancreatic extract which she provided for her children at each mealtime the risk of pancreatic extract to those handling it and possibly also to patients suffering from cystic fibrosis is emphasized
627;cystic fibrosis mucoviscidosis is the most common potentially lethal autosomal recessive disease in caucasian peoples despite much research and several promising leads there is no completely reliable test for detecting heterozygotes nor a test for the identification of the affected homozygous fetus in utero attention is being focused on the value and the means of screening newborn infants pilot studies carried out in the past six years have indicated two main possibilities firstly the examination of meconium for excess albumin refined to include immunoelectrophoretic estimation of the albumin alpha antitrypsin ratio disaccharidases and lysosomal enzymes a second approach is based on the work with a chloride sensitive electrode which has been modified recently to give greater precision in measurement of neonatal sweat electrolytes while the tests available are reasonably accurate collaborative trials and respiratory could improve their efficiency still further nevertheless any screening test is presumptive only and there must be an adequate back up service with a specific validated diagnostic test
628;the camp on lake couchiching for children with cf was started in initially certain changes were necessary to make the camp suitable for cf campers most of the activities normally available to campers at camp couchiching are continued as usual for our cf campers during the month of august staff members spend a great deal of time teaching the campers about the need for pancreatic enzymes each cystic child requires two or three physiotherapy treatments every day after the inhalation of prescribed bronchodilators and antibiotics
629;validation of rigid tube bronchoscopy with small volume ml increments not to exceed ml bronchial washing as a therapeutic adjunct was performed on six patients with cystic fibrosis using serial tests of pulmonary function as a yardstick for assessment of efficacy two patients did not undergo the procedure and served as control subjects all patients were characterized as having varying severity of pulmonary involvement large central airways were severely obstructed and older patients had more trapped gas in their lungs hypoxemia and large alveolar arterial oxygen pressure differences p a a o were due to inhomogeneity of alveolar ventilation results indicated that up to ten days to two weeks bronchoscopic bronchial washing may in some instances improve maximal expiratory flow volume curves and specific airway conductance and decrease p a a o towards normal distribution of alveolar gas p a a o towards normal distribution of alveolar gas became more homogeneous we conclude that bronchoscopic bronchial washing may be effective in the management of patients with cystic fibrosis by augmentation of their inadequate cleansing function of the conducting airways
630;one hundred fifty three lung lavage procedures were performed on cystic fibrosis patients during the years to local analgesia was used in lavages done via a rigid bronchoscope and in a group of lavages directed by a fiberoptic bronchoscope no abnormalities in cardiac rate or rhythm were observed with the lavages directed by fiberoptic bronchoscope fifty six lavages were performed under general anesthesia with cardiac abnormalities being noted among this group subjective improvement was noted in of the patients who had lavage under general anesthesia objective improvement was apparent in of the patients who had lavage with the rigid bronchoscope and of the patients who had lavage by fiberoptic bronchoscopy it is concluded that patients with cystic fibrosis of varying stages of disability can more safety and with good improvement have bronchial washouts with the fiber optic bronchoscope than with either of the other two techniques
631;the serum from of the patients with cystic fibrosis c f who had a positive prick test in their skin to at least one or more antigens together with elevated concentrations of total serum ige also gave strong immediate pca reactions in the baboon skin to aspergillus fumigatus bovine serum albumin and egg albumin of the c f patients also had elevated serum specific ige to a fumigatus whereas only had either raised specific ige or pca reaction to dermatophagoides pteronyssinus abolition of the pca activity by incubating the c f sera or sputum at degrees c suggested that the reaginic antibody was ige rather than igg pca reactions to a number of allergens could be detected in both the c f sputum and saliva several of the c f heterozygotes had a strongly positive history of allergy and a significant number of these heterozygotes had an elevated serum total ige as well as positive pca to timothy grass pollen or to d pteronyssinus similar to the patients with asthma or hay fever three c f patients who died gave strong prick test reactions to several allergens and their sera also had raised serum ige and positive pca to at least three different allergens suggesting that immediate hypersensitivity is of some significance in patients with c f
632;cystic fibrosis cf children had a greater variability of skin prick test response compared with asthmatic children when the tests were performed on two occasions this suggests that there is a different cause for the allergy in the two groups perhaps because the asthmatics have a transient period of susceptibility to sensitization in infancy and the cf children a persistent vulnerability amongst the asthmatic children clinical improvement was associated with loss of some skin prick test reactions and clinical deterioration with an increase in the number of positive reactions thus continuing allergic reactions may maintain a mucosal defect resulting in a persistence of susceptibility to allergen sensitization and control of the reactions may re establish normal mucosal defence mechanisms
633;the incorporation of fucose to glycoprotein acceptors prepared from the saliva of cystic fibrosis cf patients was compared with the incorporation into acceptors from controls the cf acceptor glycoprotein incorporated significantly more fucose in the presence of either patients or control plasma the fucosyl transferase activity in the patients plasma was not significantly different from controls fucosidase activity was similar also for both groups the protein bands of the acceptor glycoproteins from the patients saliva differed from those of the control in number and electrophoretic mobility on the basis of these studies of fucose incorporation we propose that glycoprotein in the salivary secretion of e a patients are qualitatively different from normal
634;the combined use of special cell culture techniques and biochemical ultramicromethods permits one to handle very small amounts of materials to reduce the costs of chemicals and more accurately to assess gene dosage effects by expressing enzyme activities per cell instead of per total cell protein an alkaline phosphatase induction test has been developed which allows one to screen small numbers of fibroblasts for lysosomal storage diseases cystic fibrosis and chromosomal disorders a successful attempt has been made to automate the microtechniques combining the alkaline phosphatase induction with the ultramicro automatization should eventually permit one to screen all pregnancies for major possible fetal genetic defects automated ultramicro enzyme assays should contribute to the general development of clinical chemistry
635;we describe a new method for measuring pancreatic and salivary type amylases in serum that requires no electrophoresis or chromatography an inhibitor protein from wheat with a fold greater specificity for human salivary than for human pancreatic amylase was used to analyze mixtures of the two enzymes the concentration of pancreatic and salivary amyalase was determined in normal sera men and women statistically significant differences were found for serum pancreatic amylase between mean and women higher values being shown in women no sex related difference was found for the salivary component of serum amylase with this method the increase in serum amylase activity in pancreatitis was shown to be attributable to the pancreatic component in mumps the increase is attributable to the salivary component in pancreatic insufficiency serum pancreatic amylase activities were significantly lower than in the controls our method is simple and rapid our results agree well with those of other authors who used chromatographic or electrophoretic methods
636;culture medium from fibroblasts of cystic fibrosis patients and controls was examined for the ability to inhibit calcium plus magnesium activated atpase and sodium plus potassium activated atpase the atpase systems used were both a solubilised preparation from dog fish and a membrane associated preparation from human erythrocyes contrary to other reports the medium from cystic fibrosis fibroblasts did not inhibit atpase activity
637;the in situ sweat test is prone to errors from various sources this paper examines errors due to evaporation absorption of water into the skin and pressure of the electrode on the skin only evaporation caused serious errors the accuracy and precision when measuring small chloride sweat samples on the skin are not significantly worse than when measuring bulk solutions
638;filling solution leakage reproducibility stability interferences and temperature effects have been studied in relation to the use of the orion combination chloride ion selective electrode in sweat testing for cystic fibrosis while stability and reproducibility is good certain antiseptic systems and especially hibitaine chlorhexidine gluconate interfere with the electrode and therefore need to be absent during sweat testing temperature conditions during calibration and sweat testing need to be controlled in view of the extent of response variations for even modest temperature differences between sensor skin interface and electrode stem
639;using a micro method for the determination of plasma arginine esterase activity we have investigated the values for soybean trypsin inhibitor sti inhibited arginine esterase activity in patients with cystic fibrosis obligate heterozygotes and age matched control individuals the mean of sti inhibited activity is lowest for cystic fibrosis patients while the mean for normal controls is the highest the mean of sti inhibited activity for the heterozygotes is midway between the values of the patients and the normal individuals the deficiency of arginine esterase activity was statistically significant for both cystic fibrosis patients and heterozygotes
640;the complex of trypsin with purified alpha macroglobulin from normals and patients with cystic fibrosis was studied the formed complex failed to reveal any proteolytic activity toward a high molecular weight substrate whereas the esterolytic activity towards a low molecular weight substrate was retained this esterolytic activity was resistant to inhibition by a high molecular weight inhibitor during iincubation at degrees c the complex with normal alpha macroglobulin was slowly inhibited by the high molecular weight inhibitor and regained activity with the high molecular weight substrate this phenomenon was not obtained when the alpha macroglobulin from cystic fibrosis was examined these data suggest that the gradual conversion of normal alpha macroglobulin trypsin complex into an alpha macroglobulin fragment trypsin complex is deficient in patients with cystic fibrosis
641;the intractable diarrhoea syndrome of infancy continues to be a major diagnostic and therapeutic challenge to the paediatrician and paediatric gastroenterologist a carefully organized staged approach to diagnosis will provide the best method of identifying those infants in whom a specific aetiology exists and for whom specific therapy is often available regardless of aetiology however the early use of appropriate nutritional support will not only reduce morbidity and mortality in these infants but will prevent the development of many of the secondary consequences of malnutrition the physician must compulsively pay attention to the details of daily management and provide an organized approach to diagnosis and treatment in order to improve the outcome of infants with intractable diarrhoea
642;it is apparent that bile acid metabolism in the young child must be evaluated within the context of a maturing organism accordingly information has been presented so that the physician and the investigator will be able to integrate new data concerning mechanisms of bile salt action or pose new questions concerning previously existing hypotheses of hepatic and intestinal function in children
643;pancreatic development begins during the fourth week of gestation in annular pancreas the ventral pancreas fails to migrate to the right of the duodenum duplication of the pancreatic ducts is a rare entity probably arising from accidental misplacement of mucosal cells from the duodenum or stomach during the development of the pancreatic pouches congenital pancreatic cysts may be single multiple unilocular or multilocular and can be associated with polycystic disease of the kidney liver or spleen ectopic pancreas occurs before or during the rotation of the ventral pancreas and its fusion with the dorsal pancreas few tumours of the pancreas have been reported in children less than years of age the evaluation of patients via different pancreatic function tests is significant only when the results are interpreted in the light of clinical manifestations tests of exocrine pancreatic function in childhood include stool examination the triolein test blood examination analysis of duodenal contents the secretin pancreozymin test pancreatic scanning with selenomethionine transduodenal pancreatogram abdominal ultrasound and arteriography and upper gastrointestinal x ray the most prevalent disorder of the pancreas in infancy and childhood is exocrine pancreatic insufficiency well over per cent of infants and children with pancreatic insufficiency have cystic fibrosis shwachman syndrome is the second most common cause of pancreatic insufficiency and is associated with neutropenia metaphyseal dystosis sever stunting of growth eczema and susceptibility to infections patients with cystic fibrosis who have partial pancreatic insufficiency sometimes show dissociation of different enzyme activities although pancreatitis is comparatively rare in infancy and childhood we suspect that it is often overlooked
644;we suggest that the intrauterine detection of cystic fibrosis may be based on the investigation of the amniotic fluid it is known that the protein content of the meconium of homozygotic newborn infants is significantly increased whereas that of heterozygotic infants is only moderately increased as a result of intrauterine intestinal activity the bowel content may be excreted into the amniotic fluid thus a detectable deviation in the protein content of amniotic fluid may be expected we decided to determine the total protein content and the amount of acid soluble glycoproteins in amniotic fluid samples both by polography and by measuring the hexose content in the homozygous case a slight increase was observed in total protein content whereas in the heterozygous cases no changes were observed
645;a group of obligate heterozygotes for the cystic fibrosis gene were examined for genetic type of pancreatic isoamylases as well as enzyme activity of pancreatic iso amylases salivary isoamylases and total amylase in serum the analysis was performed using electrophoretic separation for detection of the various types of isoamylases and their relative activity was determined by means of densitometry the activities of salivary isoamylases and total amylase in serum showed no significant differences between the cystic fibrosis heterozygotes and a control group the frequency of the variant gene for pancreatic isoamylase was also the same as in the controls the mean value for pancreatic isoamylase was slightly higher in the cystic fibrosis heterozygotes than in the control group greater than p greater than
646;bioassays using ciliary systems have detected a factor or factors in cystic fibrosis cf sera and tissue culture medium derived from cf cells the typical shortcomings of an assay measuring biological activity have been studied and the means to overcome the weaknesses of the oyster gill cilia assay have been established the presence of the cystic fibrosis mucociliary inhibitor cfmi in experimental fractions may be determined by accepting data from only those assays in which authentic cf and normal non cf fractions give defined reactions by measuring the reaction of each sample at least three times and by examining each experimental sample at a protein concentration greater than the minimum established in this study the relative concentrations of the cfmi present in the first steps of purification of serum and medium have been calculated in terms of units of inhibition generally the units of inhibition present in serum and medium fractions from heterozygotes are close to one half of that in fractions from homozygous sources analogous fractions concentrated from a normal non cf source never inhibited mucociliary activity even when tested at nearly times the cf concentration ciliary assays utilizing oyster gills are essential for monitoring fractionation procedures aimed at purifying the cfmi and have been shown to be capable and reliable enough to do so
647;although the majority of patients with cystic fibrosis cf show a typical clinical course a minority with the same clinical phenotype at the time of initial diagnosis have an atypical mild course skin fibroblast cultures were established from members of the family of one such atypical cf adult patient previously identified danes et al as cf class ii ametachromatic and no metabolic cooperation with cf class i fibroblasts the offspring of class i metachromatic metabolic cooperation with normal fibroblasts class ii mating the culture phenotype for class i was traced on the maternal side and for class ii on the paternal side through consecutive generations and the culture phenotype of each class segregated this family study added experimental evidence to support the hypothesis that the atypical mild clinical features and course of this adult cf patient were due to two different cf genes combining to produce a genetic compound expressing a mild form of cf
648;in patients with cystic fibrosis cf of the pancreas optic neuritis and peripheral neuritis have been reported to follow treatment with chloramphenicol this toxic sequel appears to be related to the dosage and duration of therapy in patients with other diseases who are treated with chloramphenicol the risk of devastating bone marrow toxicity has been estimated to range from to we have found only two reports of patients with cf who had hematologic complications after treatment with chloramphenicol we here report a year old girl who had selective depression of the erythroid bone marrow anorexia weight loss temporary hair loss and retardation of growth after prolonged administration of chloramphenicol
649;meconium ileus in the neonate is the presenting symptom in to per cent of instances of cystic fibrosis of the pancreas similar intestinal obstruction occurring later in the post neonatal period is a rare occurrence and was called meconium ileus equivalent by jensen of cases affected by this syndrome reported in medical literature only were infants we report a week old patient who died days after surgery for small bowel obstruction the clinical suspicion of cystic fibrosis was confirmed at autopsy
650;minocycline hydrochloride was given to patients with cystic fibrosis of the pancreas for periods of months over a broad spectrum antibiotic drug rotation which lasted years increased weight gain and some clinical improvement was seen during treatment with minocycline those patients with severe disease gained more weight than those with mild or moderate disease and males gained more than females when minocycline hydrochloride was not the drug in use patients lost weight and their health declined
651;a number of voluntary organizations exist for the support of patients and their relatives suffering from specific medical conditions it is usually assumed that membership will provide positive emotional and social support but membership may provide dysfunctional responses a small scale study of parents of fibrocystic children provides some evidence of dysfunctional aspects of membership of one specific organization further research into the effects of formal and informal reference group activity and the types of support most acceptable to patients and their families is suggested
652;the five major diseases of the pancreas together make a significant contribution to morbidity and mortality among the people of the united states these diseases are diabetes cystic fibrosis acute and chronic pancreatitis and carcinoma of the exocrine pancreas four of these diseases can be modeled in laboratory animals by acute or chronic administration of chemical poisons or carcinogens human pancreatic diseases attributed to the effect of chemical agents including alcohol and drugs include many cases of chronic pancreatitis and some cases of acute pancreatitis the cause is not known in many cases of human pancreatitis including interstitial acute and chronic clinical forms epidemiologic studies suggest that the increasing incidence of carcinoma of the exocrine pancreas in the united states may reflect chemical carcinogenesis on the basis of experimental observations we know that pancreatic islet cells can be damaged directly by toxic chemicals and that islet cell tumors can be chemically induced thus there is adequate background data to conclude that several pancreatic diseases of obscure etiology may be due in part to hitherto unidentified toxic effects of chemical agents encountered in personal or general environments
653;in children with cystic fibrosis the vectorcardiogram vcg was correlated with various indices of the severity of the disease the best correlation was found between the azimuth angle of the spatial qrs loop area representing the rightward and posterior shift of the main electrical forces and pulmonary function tests pft fev predicted r p less than and vc predicted r p less than and the right ventricular anterior wall index measured echocardiographically r p less than more vcg parameters correlated significantly with pft than with the echocardiogram this shows the major influence of pulmonary changes on the vcg of those patients in several subgroups with different clinical scores the vcg were analyzed and compared to normal limits of age and sex matched controls in this small series the vcg was a specific but not very sensitive method for predicting the degree of severity of the disease echocardiography and vectorcardiography can be considered as two complementary techniques in the evaluation of cystic fibrosis
654;on electrophoresis parotid saliva always exhibits a basic pattern of isoamylases additional faster migrating isoamylases occur in varying numbers these fast isoamylases are generated at least in part by deamidation compared with juvenile and adult controls a significantly greater number of fast isoamylases was found in the parotid saliva of children with cystic fibrosis and their healthy heterozygous parents a shift in the equilibrium between amidation and deamidation is discussed in terms of its possible connection with the metabolic defect responsible for cystic fibrosis
655;we have previously demonstrated that cystic fibrosis cf cells show increased survival compared to normal cells when exposed to ouabain in medium lacking potassium in this report we show that the cf cells bind significantly less ouabain than the normal cells in potassium deficient medium using age matched normal and cf skin fibroblast strains we show that at ouabain concentrations x m binding for both normal and cf cells is linear with time for h and reaches equilibrium after h at ouabain concentrations between and x m the initial rate of binding for cf cells is approx of the normal cells under equilibrium binding conditions scatchard analysis reveals that three different cf strains have and fewer ouabain binding sites than their matched normal controls in addition studies in potassium free medium of the inhibition of rb flux a k plus analogue into the cell by ouabain show no differences between cf and normal cells we have also previously shown that in a low glucose potassium deficient medium the cf cells survived ouabain exposure no better than normal cells in this report equilibrium binding studies with h ouabain clearly show that cf cells bind less ouabain under these conditions than normal cells these results indicate that ouabain resistance in cf cells is not solely a function of differences in ouabain binding furthermore the differential ouabain killing may not be due to ion transport differences but rather to as yet unknown mechanisms cf cells thus appear to be unlike previously characterized ouabain resistant mutants
656;the microbial transformation of bile acids by incubates of stool homogenates from children with cystic fibrosis is decreased
657;this study was undertaken because of reports of a marked increase in fecal bile acid excretion by children with cystic fibrosis we attempted to confirm this finding by performing c cholylglycine breath tests and by measuring fecal bile acid and fat excretion in patients with cystic fibrosis and acquired pancreatic insufficiency studies were done when patients were taking pancreatic enzymes cotazym and also without medication co excretion in breath was normal in patients with acquired pancreatic insufficiency and even lower in cystic fibrosis both with and without cotazym therapy fecal bile acid excretion was slightly elevated in both groups without cotazym and became normal with cotazym in patients with acquired pancreatic insufficiency steatorrhea was present in both patient groups and improved during cotazym therapy bile acid malabsorption in cystic fibrosis and acquired pancreatic insufficiency is minimal and probably not clinically important
658;roller and kern report that bile acid malabsorption in patients with cystic fibrosis cf and acquired pancreatic insufficiency is minimal these findings are at variance with other studies and deserve comment in the absence of fecal bile acid values in controls the authors cannot state that levels in cf are only twice normal values especially since the papers cited on normal bile acid excretion refer to measurements obtained by a different technique we also question the validity of the breath test as an index of bile acid malabsorption in cf our recent report shows that in older cf mean age years the magnitude of bile acid loss in the stools was comparable to that of the younger age group mean age years and that there was no correlation between the age and the degree of bile acid loss on the other hand we must take issue with roller and kern when they suggest that bile acid malabsorption in cf is probably not clinically important our findings not only bear relevance to the intestinal manifestations of cf and to the increased incidence of cholelithiasis but perhaps also to the early deposition within the intrahepatic ducts of eosinophilic mucus concretions proposed as the cause of biliary cirrhosis in this disease
659;twelve patients with meconium ileus equivalent complicating cystic fibrosis in the postneonatal period were seen at the mayo clinic in the years through in a child or young adult with known or suspected cystic fibrosis the triad of recurrent colicky abdominal pain a mass in the right lower quadrant and mechanical intestinal obstruction provides a clue to diagnosis of meconium ileus equivalent the clinical suspicion of meconium ileus equivalent may be confirmed by meglumine diatrizoate gastrografin enema which in most uncomplicated cases also serves as treatment
660;bile acid kinetics was investigated by stable isotope dilution technique in children ages months to years with previously untreated cystic fibrosis all of the patients had clinical and laboratory evidence of malabsorption normal intestinal mucosal function as judged by glucose absorption intestinal histology disaccharidase levels and normally functioning gallbladders the children were maintained on a constant diet throughout the study period fat intake averaged g per kg per day before administration of pancreatic enzyme replacement fat excretion equalled plus or minus mean plus or minus se of intake and was reduced to plus or minus of intake after therapy total bile acid pool size nearly doubled during enzyme replacement from plus or minus micromoles per kg to plus or minus micromoles per kg with secondary bile acids comprising of the total pool before therapy and after therapy total bile acid synthesis changed little with therapy equalling plus or minus micromoles per kg per day total plus or minus mg per day without enzyme replacement and plus or minus micromoles per kg per day total plus or minus milligrams per day with enzyme replacement this was confirmed by the fecal excretion of bile acids plus or minus milligrams of bile acid per day were excreted without enzymes as compared to plus or minus milligrams per day with enzymes after therapy the fractional turnover rate of the bile acid pool was reduced from plus or minus per day to plus or minus per day for cholic acidand from plus or minus per day to plus or minus per day for chenodeoxycholic acid these data indicate that both primary and secondary bile acids are conserved within the enterohepatic circulation during enzyme therapy and that the mechanism for the regulation of hepatic bile acid synthesis is intact in cystic fibrosis however the demonstration that large amounts of bile acid continue to be excreted during therapy suggests that interruption of the enterohepatic circulation continues and that deficiencies of the intraluminal phase may persist during enzyme therapy in this disease
661;the survival rates in patients suffering from cystic fibrosis observed between january and june were recorded the patients were divided into five groups according to the symptoms present at the time of diagnosis and survival rates were recorded separately for each group survival was less good in the group of patients presenting initially with pulmonary symptoms compared to the group presenting with gastrointestinal symptoms in the group presenting with meconium ileus survival was poor initially but later in the course of the disease it became similar to that observed in the other groups the differences in survival between the different categories occurred during the first two years after diagnosis the study shows that on clinical grounds a severe form of the disease which is characterized by early manifestation of pulmonary symptoms and poor survival can be distinguished from a more protracted form with a better survival because of the great inter individual variability large numbers of patients will have to be evaluated in order to achieve statistically significant results in studies which attempt to compare different therapeutic approaches if such numbers cannot be reached it may be necessary to compare only patients who belong to the same symptomatic category
662;children with cystic fibrosis cf subdivided into three groups of age were studied before and after treatment with lyophilized pancreas and compared to controls cf was characterized by lower phospholipid cholesterol and polyunsaturated fatty acid plasma concentrations and reduced coefficient of fat absorption treatment tended towards normalization of these values with age polyunsaturated fatty acids increased in normals but not in cf the significant correlations existing between fat absorption coefficient and polyunsaturated fatty acid percentage in neutral lipids of cf children suggests the use of the latter percentage as index of the stage of malabsorption
663;since tuberculosis is still a significant threat the family physician needs to be familiar with methods of its diagnosis and treatment among other entities discussed are atypical mycobacteriosis sarcoidosis and cystic fibrosis
664;the consanguinity of parents born in france of individuals who have a recessive disease has been studied the frequency of first cousin marriages is less than in the general french population among the parents of affected individuals the following frequencies of first cousin matings were observed cystic fibrosis cystinosis nephronophtisis spinal muscular atrophy albinism achromatopsia albinism and spinal muscular atrophy are heterogeneous conditions the increase in the frequency of first cousin marriage relative to that of the general population is much greater as expected in cystinosis which is a rare disease than in cystic fibrosis which is the most frequent recessive disorder in france inbreeding in cystinosis and cystic fibrosis was also studied by computing the distance between parental birth places this distance is smaller in cystinosis than in cystic fibrosis
665;the apparent frequency of the recessive autosomal allele for cystic fibrosis cf is too high to be satisfactorily explained by mutation equilibrium however higher reproductive fitness by heterozygotes expressed by t greater than or higher gametic viability of the cf allele expressed by a greater than can provide reasonable explanations of the present frequency furthermore birth replacement in families with cf children rpe can account for the estimated historical values of t today however t is probably at or approaching zero as a result of discontinuation of rpe in the future we can look for an imperceptibly slow decrease in the incidence of cf reproduction by cf females will not cause an increase in incidence it will only slightly slow the rate of decrease
666;the use of electron microscopy as a further method of diagnosis of disease in cultured skin fibroblasts and cultured amniotic fluid fibroblasts is presented it was demonstrated that tay sachs disease fabry s disease and metachromatic leukodystrophy had distinctive abnormalities in both cultured skin fibroblasts and cultured amniotic fluid fibroblasts it was shown that control of culturing conditions made it possible to distinguish normal cell lines from certain cell lines carrying known genetic diseases
667;the carotid bodies from patients ranging in age from weeks gestation to years were obtained at autopsy patients were divided into two groups based on the presence or absence of chronic hypoxemia there was a high correlation between the weight of individual carotid bodies in each case among the patients with chronic hypoxemia eight patients had carotid bodies heavier than predicted by statistical analysis of these eight patients six had cystic fibrosis and two had cyanotic heart disease morphometric and cell population analyses of the carotid bodies from these eight patients and from those of the control population indicated that enlargement of the carotid bodies during normal or abnormal growth results from proportionate increases in lobule parenchyma and stroma there was also an increase in the width and length of the lobules without an increase in the diameter of the cell cords or a change in the size or proportion of the chief cells growth and development of the carotid bodies were studied in a control group of patients without chronic hypoxemia there were no sex related differences in carotid body weights the combined weight of the carotid bodies correlated most strongly with body weight although there was some correlation with age and body length a regression equation reflecting the data relating to body weight bw is combined weight of carotid bodies in mg bw in kg leukemic infiltrates were present in two patients with acute lymphocytic leukemia and diffuse lymphocytic infiltration with nodule formation was present in one patient with mental retardation metaplastic cartilage was present in a carotid body of one patient
668;lymphocyte responses to the mitogens phytohemagglutinin and concanavalin a and to streptococcus pyogenes staphylococcus aureus haemophilus influenzae and pseudomonas aeruginosa were evaluated in patients with cystic fibrosis and in normal individuals lymphocyte proliferation in vitro was stimulated by gentamicin killed whole bacteria and the proliferative response was measured by h thymidine incorporation the in vitro lymphocyte responses to antibiotic killed bacterial reached maximum thymidine incorporation after days in culture and followed a unimodal dose response curve for each of the bacteria studied a significant specific incapacity to respond to p aeruginosa was detected in cystic fibrosis patients with advanced clinical disease
